user_id,join_day,init_state,base_activity,price_sensitivity,cart_bias,country,primary_device
62,140,new,0.5083,0.4719,-0.6488,DE,mobile
63,163,new,0.3236,0.652,-0.219,IT,web
64,283,new,0.5207,0.7194,0.1448,IT,mobile
65,245,new,0.6886,0.1647,-0.4511,IT,mobile
66,158,new,0.336,0.4386,-0.0623,DE,app
67,210,new,0.1763,0.7139,0.3092,IT,web
68,27,new,0.8058,0.7682,-0.9018,IT,web
69,241,new,0.5803,1.007,-0.1546,IT,app
70,68,new,0.5016,0.7398,0.157,FR,mobile
71,109,new,0.2516,0.4024,-0.3727,IT,web
72,132,new,0.6325,0.9872,0.2354,ES,mobile
73,109,new,1.1313,0.3235,-0.028,IT,mobile
74,175,new,0.3441,0.2591,0.3693,IT,web
75,96,new,1.0697,0.3229,-0.0461,IT,web
76,184,new,0.2048,0.5315,0.3984,IT,web
77,122,new,0.2476,0.7709,-0.145,IT,web
78,47,new,0.2037,0.1917,-0.7287,NL,web
79,72,new,0.3953,0.5986,-0.4709,IT,web
80,117,new,0.305,0.7606,0.1064,ES,mobile
81,231,new,0.4516,0.1099,0.0995,IT,mobile
82,168,new,0.2252,0.7544,-0.3587,IT,mobile
83,341,browser,0.3355,0.776,0.3815,DE,web
84,29,new,0.2177,0.4676,-0.3739,FR,mobile
85,212,new,0.4079,0.4124,-0.0883,ES,web
86,363,new,0.1499,0.4648,-0.098,FR,app
87,246,new,0.3999,0.139,-0.7157,IT,web
88,313,new,0.3156,0.5613,-0.2887,NL,app
89,285,browser,0.4064,0.6595,0.5831,IT,mobile
90,34,new,0.1483,0.4005,-0.5728,DE,app
91,228,browser,0.5273,0.2087,-0.0312,FR,app
92,317,new,0.3121,0.3639,-0.654,IT,app
93,52,new,0.4145,0.6668,-0.5764,IT,mobile
94,122,new,0.241,0.5476,-0.745,NL,web
95,341,new,0.1857,0.7537,0.0794,IT,mobile
96,300,new,0.2968,0.8523,-0.555,IT,web
97,98,new,1.5586,0.296,0.1936,ES,web
98,170,new,0.4916,0.757,-0.436,IT,app
99,164,new,0.3951,0.759,-0.2052,IT,mobile
100,175,new,0.2213,0.6952,-0.106,FR,web
101,134,new,0.2002,0.9219,-0.8159,DE,app
102,192,new,0.4283,0.4892,-0.1787,IT,web
103,112,new,0.5408,0.5441,-0.1275,NL,app
104,293,new,0.4127,0.4801,0.149,IT,mobile
105,12,new,0.942,0.7505,-0.5858,IT,web
106,109,new,0.2528,0.571,-0.536,IT,web
107,295,new,0.406,0.4948,-0.0192,IT,app
108,65,new,0.145,0.9194,0.2443,ES,web
109,96,new,0.4132,0.9457,-0.4574,IT,app
110,352,new,0.8254,0.5608,-0.6823,IT,mobile
111,76,new,0.2075,0.3739,-0.3609,FR,web
112,53,new,0.5846,0.9554,-0.6047,ES,mobile
113,114,new,0.8127,0.7047,-0.1108,ES,mobile
114,21,new,0.2517,0.6957,-0.6279,ES,web
115,19,new,0.4756,0.3593,0.0905,NL,mobile
116,305,new,0.877,0.4759,-0.1756,FR,web
117,44,new,0.4176,0.5456,0.1014,DE,web
118,82,new,0.5671,0.742,-1.0982,NL,app
119,205,new,0.1387,0.5394,-0.8654,DE,mobile
120,320,new,0.5109,0.2157,0.2024,IT,mobile
121,147,new,0.4889,0.6224,-0.5018,IT,mobile
122,16,new,0.1774,0.4298,-0.7632,IT,mobile
123,124,new,0.2165,0.9118,-0.3209,IT,web
124,26,new,0.5128,0.7269,-0.1652,IT,app
125,79,new,0.3115,0.6795,-0.3053,IT,mobile
126,212,new,0.6781,0.7199,-0.0862,ES,app
127,147,new,0.4364,0.2973,-0.1336,DE,app
128,305,new,0.3795,0.5312,-0.1519,IT,mobile
129,39,new,0.335,0.3451,0.2219,NL,mobile
130,46,new,0.4321,0.6424,-0.255,FR,web
131,22,new,0.5721,0.6787,-0.2653,DE,web
132,191,new,0.4934,0.3152,0.031,IT,mobile
133,303,new,0.2915,0.1432,-0.0566,NL,web
134,73,new,0.7274,0.133,-0.566,IT,web
135,69,new,0.5282,0.4761,-0.2822,DE,mobile
136,220,new,0.4547,0.6946,-0.0966,IT,web
137,329,new,0.3869,0.438,-0.4554,IT,web
138,74,new,0.4843,0.3832,-0.4387,IT,mobile
139,74,new,0.1343,0.1114,-0.737,FR,web
140,238,new,0.4201,0.8978,-1.259,DE,web
141,23,new,0.9067,0.6966,-0.3809,ES,web
142,121,new,0.4152,0.3484,-0.2054,FR,mobile
143,314,new,0.3852,0.1764,-0.6334,IT,app
144,123,new,0.2651,0.6813,0.2323,NL,web
145,136,new,1.0667,0.5711,-0.6163,IT,mobile
146,153,new,0.3305,0.8625,0.0694,DE,web
147,68,new,0.7559,0.5991,-0.1035,FR,mobile
148,109,new,0.2288,0.9988,0.5117,IT,web
149,286,new,0.2869,0.761,-0.0611,IT,app
150,70,new,0.2643,0.6697,-0.7562,ES,mobile
151,300,new,1.0091,0.7857,0.119,NL,mobile
152,91,new,0.3314,0.0302,0.3442,ES,web
153,326,new,0.2721,0.1354,-0.8703,DE,app
154,2,new,0.1165,0.6063,-0.0263,NL,web
155,157,new,0.2229,0.5012,0.0511,IT,mobile
156,56,new,0.4918,0.418,-0.3245,IT,mobile
157,148,new,0.4907,0.1807,-1.0977,ES,mobile
158,181,new,0.2571,0.6514,-0.3536,IT,app
159,129,new,0.2651,0.1206,-0.4534,FR,mobile
160,158,new,1.0232,0.5599,0.2854,IT,mobile
161,316,new,1.6209,0.8052,-0.281,FR,web
162,149,new,2.1144,0.5998,-0.3943,IT,web
163,198,new,0.8673,0.9611,-0.4553,DE,mobile
164,352,new,0.9746,0.153,-0.136,IT,mobile
165,129,new,3.5392,0.25,-0.2301,ES,mobile
166,9,new,0.3116,0.3936,-0.5265,IT,mobile
167,161,new,0.2269,0.7501,-0.1576,DE,mobile
168,176,new,1.0085,0.8273,-0.445,IT,web
169,68,new,0.2165,0.513,-1.1573,IT,web
170,293,new,0.2089,0.4285,-0.0162,DE,app
171,124,new,0.2116,0.8954,-0.0494,IT,web
172,282,new,0.3422,0.3589,-0.1801,IT,web
173,90,new,0.1235,0.8018,-0.4049,IT,mobile
174,69,new,0.1673,0.5172,-0.2752,IT,web
175,220,new,0.2612,0.6915,0.0367,IT,mobile
176,242,new,0.1906,0.8138,-0.4711,IT,mobile
177,294,browser,0.6599,0.7057,0.0509,IT,mobile
178,227,new,0.3692,0.2741,-0.7662,IT,app
179,46,new,1.3463,0.8713,-0.1911,IT,app
180,246,new,0.4758,0.672,-0.241,IT,mobile
181,51,new,0.3283,0.1193,0.1009,ES,app
182,97,new,0.6335,0.3131,-0.5716,ES,web
183,7,new,0.4717,0.3104,-0.5334,IT,web
184,295,new,0.3088,0.799,-0.7381,DE,mobile
185,64,new,0.1457,0.6143,-0.4484,IT,mobile
186,204,browser,0.4899,0.7627,-0.1606,DE,web
187,30,new,0.1838,0.4223,-0.8792,IT,web
188,264,browser,0.4535,0.6297,-0.405,IT,web
189,68,new,0.3842,0.7023,-0.0362,FR,web
190,228,new,0.1741,0.5221,-0.286,IT,web
191,188,new,0.4241,0.6617,-0.2237,NL,app
192,312,new,0.4087,0.3749,-0.7771,IT,app
193,127,new,0.4095,0.6911,-0.285,IT,mobile
194,285,new,0.8032,0.8802,-0.24,IT,mobile
195,183,new,0.257,0.3972,-0.3073,FR,web
196,105,new,0.5094,0.3864,-0.1965,IT,mobile
197,30,browser,0.252,0.8342,-0.3582,IT,mobile
198,19,browser,0.2037,0.3832,-0.4096,NL,mobile
199,133,new,0.5332,0.7713,-0.6139,IT,web
200,25,new,0.6157,0.141,0.0911,IT,app
201,314,browser,0.5135,0.5448,-0.6793,IT,app
202,52,new,0.3283,0.884,-0.1947,ES,web
203,166,new,0.1266,0.7871,0.3846,IT,app
204,260,new,0.831,0.6703,0.1355,ES,web
205,73,new,0.1255,0.2325,-0.0717,NL,app
206,154,new,0.5078,0.7482,-0.1626,IT,mobile
207,17,new,1.1743,0.4272,-0.2947,IT,mobile
208,144,new,0.3994,0.5802,-0.5655,IT,mobile
209,213,considering,0.4318,0.6213,-0.3388,IT,mobile
210,298,new,0.4532,0.9615,-0.0488,IT,app
211,93,new,1.2719,0.3284,-0.1136,IT,app
212,319,new,1.3402,0.3639,0.0261,DE,mobile
213,37,new,0.2314,0.8845,0.1769,IT,app
214,84,new,0.2159,0.7506,-0.3055,DE,mobile
215,111,browser,0.3072,0.7573,-0.1829,DE,mobile
216,295,new,2.8093,0.8879,-0.9147,IT,web
217,259,new,0.2679,0.9302,0.5397,DE,app
218,40,new,0.4661,0.4595,-0.3948,FR,mobile
219,244,new,0.663,0.3696,-0.0219,IT,mobile
220,30,new,0.5646,0.7716,-0.3951,IT,mobile
221,310,new,0.644,0.5728,-0.4032,IT,app
222,99,new,0.8024,0.5891,-0.333,IT,web
223,145,new,0.4358,0.4181,-0.6858,DE,web
224,22,browser,0.2861,0.7251,-1.1181,ES,web
225,80,new,0.3989,0.6924,0.1559,IT,web
226,211,new,0.3053,0.592,-0.059,ES,web
227,112,new,1.4723,0.3701,-0.5705,NL,mobile
228,61,new,0.2745,0.8376,-0.0918,IT,web
229,354,new,1.0246,0.666,0.0384,IT,app
230,122,new,0.1611,0.8212,-0.4926,IT,app
231,161,new,0.3958,0.2415,-0.1059,NL,web
232,85,new,0.3141,0.6302,0.1024,IT,mobile
233,21,new,0.5335,0.491,-0.7534,IT,web
234,142,new,0.5412,0.6265,-0.0633,ES,mobile
235,341,new,0.802,0.7898,-0.1225,IT,mobile
236,105,new,0.7677,0.6866,0.4082,IT,mobile
237,78,new,0.3547,0.6233,-0.055,DE,mobile
238,71,new,0.2188,0.6223,-0.3938,FR,mobile
239,154,new,0.2334,0.3392,-0.3533,IT,mobile
240,11,new,0.4345,0.4568,0.4582,NL,app
241,249,new,0.4012,0.8218,-0.3742,IT,app
242,52,new,0.4239,0.529,-0.0448,IT,mobile
243,258,new,0.2741,0.8253,-0.3334,IT,web
244,61,new,0.811,0.7687,0.1284,IT,mobile
245,225,new,0.1637,0.7783,0.1457,IT,app
246,180,new,0.2659,0.6799,-0.2579,IT,mobile
247,86,new,0.2034,0.3905,-0.3924,IT,mobile
248,171,new,0.3279,0.5928,-0.4007,NL,web
249,52,new,0.7302,0.7353,-0.8545,IT,mobile
250,196,browser,0.743,0.2374,-0.2148,IT,app
251,111,new,0.389,0.8439,-0.2219,IT,app
252,215,browser,0.5301,0.53,-0.5356,DE,web
253,217,new,0.3059,0.6045,-0.8922,IT,web
254,56,new,0.454,0.606,-0.1778,IT,web
255,166,browser,0.4223,0.6128,-0.1336,DE,web
256,164,new,0.1975,0.3835,-0.1119,IT,mobile
257,109,browser,0.285,0.6473,-0.5965,DE,web
258,349,new,0.4471,0.727,-0.1111,IT,mobile
259,217,new,0.7447,0.252,-0.3125,DE,mobile
260,227,new,0.7443,0.3859,0.0526,IT,mobile
261,283,new,2.7951,0.7813,-0.5912,NL,mobile
262,359,browser,0.4805,0.7478,0.1526,IT,app
263,130,new,0.2931,0.6738,0.2785,IT,mobile
264,279,new,0.3552,0.4972,-0.2094,FR,web
265,310,new,0.3456,0.7488,-0.1087,IT,mobile
266,312,new,0.294,0.4035,0.0244,IT,mobile
267,38,new,0.4541,0.5953,-0.609,ES,web
268,268,new,0.4659,0.3848,-0.4202,IT,app
269,359,new,0.1929,0.5908,-0.1855,IT,mobile
270,30,new,0.6693,0.4345,0.4594,IT,web
271,127,new,0.134,0.756,-0.6686,IT,mobile
272,225,browser,0.3255,0.698,0.3232,IT,web
273,92,new,0.6922,0.5173,-0.3176,FR,mobile
274,46,browser,0.5138,0.8163,-0.2621,IT,web
275,143,new,0.3023,0.3456,0.1763,IT,web
276,90,new,1.0864,0.6136,0.4575,IT,web
277,51,browser,0.2888,0.5093,-0.102,IT,mobile
278,21,new,0.1223,0.7536,0.1577,IT,web
279,244,new,0.4719,0.7358,-0.5721,ES,web
280,52,new,0.1383,0.8544,-0.4353,IT,web
281,172,new,0.2329,0.0554,-0.7234,FR,web
282,78,new,0.5182,0.0873,-0.4305,IT,mobile
283,117,new,0.2855,0.5424,-0.0522,IT,web
284,182,new,0.5063,0.9017,-0.1757,IT,mobile
285,327,new,0.1946,0.3389,0.3545,IT,mobile
286,72,new,0.5899,0.2748,0.4691,FR,web
287,88,new,0.1451,0.7009,-0.2978,FR,mobile
288,100,new,0.7598,0.7143,-0.4879,NL,mobile
289,181,new,0.2832,0.4891,0.156,IT,mobile
290,108,new,0.854,0.5756,0.1925,IT,mobile
291,102,new,0.2317,0.4675,-0.0956,DE,web
292,252,browser,1.0604,0.7141,-0.0031,FR,mobile
293,266,new,0.2172,0.6302,-0.0578,IT,app
294,147,new,0.1372,0.4102,-0.5961,IT,mobile
295,206,new,0.3767,0.6183,-0.6765,IT,mobile
296,88,new,0.7252,0.4054,-0.2678,IT,mobile
297,102,new,0.5683,0.883,-0.3203,ES,app
298,3,new,1.829,0.7809,-0.1531,IT,web
299,210,new,0.5745,0.0504,-0.2959,NL,mobile
300,54,new,0.2343,0.6346,-0.8461,IT,mobile
301,129,new,0.5608,0.8025,-0.9893,FR,mobile
302,13,new,0.3872,0.5888,0.0081,IT,mobile
303,161,browser,0.249,0.7565,-0.482,ES,mobile
304,278,new,0.406,0.8859,-0.3312,DE,mobile
305,343,new,0.3567,0.3283,-0.4453,IT,mobile
306,109,new,0.8016,0.9163,-0.5696,IT,web
307,194,new,0.2772,0.8639,-0.5789,IT,app
308,104,new,0.2701,0.6647,0.1069,IT,web
309,295,new,0.5824,0.5401,-0.3337,DE,web
310,142,new,1.0442,0.2425,-0.0278,FR,web
311,335,new,0.2583,0.576,0.0192,FR,mobile
312,50,new,0.7507,0.4773,-0.1392,IT,mobile
313,19,new,0.2086,0.7158,0.0307,DE,mobile
314,167,new,0.4861,0.4358,-0.245,ES,mobile
315,87,new,0.425,0.5591,0.2273,IT,web
316,93,new,0.725,0.5614,0.0382,DE,web
317,71,new,0.6694,0.3743,0.0848,IT,app
318,206,new,0.3848,0.7385,-0.5785,IT,mobile
319,213,new,0.2738,0.1873,-0.1579,DE,app
320,176,new,0.8992,0.8538,-0.8923,IT,web
321,130,new,0.2592,0.576,0.2404,IT,app
322,58,new,0.1057,0.5468,-0.4682,IT,app
323,259,new,0.1324,0.4572,-0.4196,DE,mobile
324,76,new,0.1513,0.627,-0.7286,IT,mobile
325,111,browser,0.5105,0.628,-0.2627,IT,web
326,363,new,1.2435,0.7535,-0.3439,IT,mobile
327,115,new,0.1198,0.6321,0.3879,IT,app
328,220,new,0.2392,0.9969,0.0507,IT,mobile
329,282,new,0.809,0.7021,-0.4301,DE,web
330,92,new,2.3531,0.4424,-0.8332,FR,mobile
331,256,new,0.2385,0.2306,-1.0493,DE,mobile
332,44,new,0.5091,0.7163,-0.6092,FR,mobile
333,39,new,0.3206,0.4367,-0.7159,IT,mobile
334,37,new,1.5433,0.7271,-0.128,IT,app
335,177,new,0.3983,0.7812,-0.3007,IT,web
336,160,new,0.4474,0.2643,-0.2439,IT,web
337,207,new,0.3853,0.4635,-0.5821,ES,web
338,78,new,0.2929,0.7859,-0.1968,IT,app
339,238,considering,0.6203,0.6781,-0.7471,FR,mobile
340,318,new,0.1945,0.5106,-0.2809,IT,mobile
341,328,new,0.1223,0.5913,0.0406,IT,app
342,55,new,0.3387,0.7048,-0.3779,NL,mobile
343,167,new,0.5761,0.4989,-0.0947,IT,web
344,299,browser,0.2673,0.6743,-0.9419,IT,mobile
345,189,browser,0.4076,0.8802,-0.97,IT,mobile
346,178,new,0.188,0.7935,-0.1355,IT,mobile
347,184,new,0.66,0.6348,0.1165,IT,web
348,116,new,0.5265,0.6621,-0.3334,NL,web
349,62,new,0.3719,0.5231,0.5008,DE,mobile
350,47,new,0.4037,0.5282,-0.7552,FR,web
351,94,new,0.1709,0.3433,-0.488,FR,app
352,100,new,0.1752,0.6652,-0.201,IT,web
353,243,new,0.344,0.7428,-0.0875,NL,app
354,322,new,0.488,0.6072,-0.4544,IT,web
355,64,new,0.5018,0.4621,-0.6207,IT,app
356,149,browser,0.3013,0.6319,-0.0329,NL,mobile
357,108,new,0.5543,0.8615,-0.2034,IT,web
358,89,new,0.8037,0.7816,-0.3706,IT,web
359,156,considering,0.3504,0.6147,-0.0754,FR,web
360,150,new,0.4362,0.9885,-0.2977,IT,app
361,19,browser,0.3281,1.1058,-0.2989,IT,web
362,231,new,0.3432,0.5336,-0.3118,IT,web
363,72,new,0.4038,0.5757,-0.5374,IT,mobile
364,92,new,0.9388,0.7448,-0.573,IT,mobile
365,147,new,0.6086,0.4557,-0.434,IT,mobile
366,300,new,0.5792,0.7728,-0.2388,IT,web
367,119,new,0.2866,0.6383,-0.9049,IT,mobile
368,36,new,0.2245,0.6869,0.0807,IT,web
369,178,browser,0.4558,0.5164,-0.2435,IT,mobile
370,95,new,0.7291,0.3358,-0.6228,IT,web
371,228,browser,0.9492,0.2626,0.3158,IT,app
372,88,new,0.0955,0.8873,-0.2354,IT,mobile
373,53,new,1.4127,0.7895,-0.7173,IT,mobile
374,257,new,0.4627,0.7412,0.3001,DE,app
375,165,new,0.6065,0.6827,0.2242,IT,app
376,341,new,0.1413,0.2052,-0.5681,IT,mobile
377,105,new,0.3229,0.4848,-0.363,IT,mobile
378,120,new,0.5784,0.5739,-0.4102,ES,app
379,174,new,0.1928,0.3306,-0.9113,IT,web
380,285,new,0.0751,0.3152,-0.1364,ES,mobile
381,339,new,0.4424,0.4441,0.0458,FR,mobile
382,261,browser,0.3579,0.6288,-0.0201,IT,mobile
383,185,new,0.8128,0.6289,-0.2385,IT,app
384,249,new,0.3369,0.7834,0.0798,NL,mobile
385,66,new,0.3507,0.9914,-0.6474,IT,mobile
386,171,new,0.54,0.7434,0.3864,IT,app
387,90,new,0.6495,0.0693,-0.5202,IT,mobile
388,60,new,0.2491,0.9441,-0.4814,IT,web
389,144,new,0.6185,0.3353,-0.4513,FR,web
390,26,new,0.2761,0.2458,-0.4769,IT,mobile
391,165,new,0.3712,0.4604,-0.3175,IT,web
392,298,new,1.4623,0.7662,-0.331,ES,mobile
393,222,new,0.5856,0.6503,-0.2046,DE,app
394,258,new,0.4383,0.1551,-0.5365,IT,web
395,230,new,0.203,0.4891,-0.1917,ES,app
396,73,new,0.1315,0.3965,-0.6316,IT,mobile
397,74,new,0.3317,0.3965,0.0064,ES,app
398,135,new,0.6276,0.8992,0.002,IT,web
399,254,new,0.4711,0.5942,-0.252,IT,mobile
400,104,browser,0.4203,0.9385,-0.4774,NL,mobile
401,109,new,0.3665,0.4598,-0.1411,FR,mobile
402,96,new,0.4361,0.7084,-0.5607,IT,app
403,45,new,0.2129,0.2294,-0.2379,NL,app
404,115,new,0.565,0.7783,-0.3031,IT,web
405,95,new,0.5859,0.3772,0.6705,FR,mobile
406,102,new,0.3026,0.7973,-0.6795,FR,mobile
407,102,new,0.4678,0.7198,-1.1836,DE,web
408,185,new,0.1431,0.4236,-0.4732,IT,app
409,129,new,0.4062,0.7519,-0.8504,FR,mobile
410,154,new,0.3419,0.02,-0.5043,ES,app
411,247,new,0.7353,0.4802,-0.7042,IT,app
412,235,new,0.3298,0.7449,-0.5666,DE,web
413,149,new,0.5932,0.7859,-0.6227,IT,mobile
414,153,new,0.2967,0.1589,0.087,IT,mobile
415,59,new,0.1046,0.5569,-0.267,ES,app
416,114,new,0.325,0.3703,0.1264,IT,mobile
417,70,new,0.4099,0.2951,-0.2358,DE,web
418,156,new,0.3997,0.5764,0.075,IT,mobile
419,350,new,0.403,0.7626,-0.3558,IT,web
420,1,new,0.2784,0.5168,0.3081,FR,mobile
421,7,new,0.3079,0.877,-0.0852,DE,app
422,150,new,0.198,0.5831,-0.5229,FR,web
423,335,new,0.1227,0.5838,-0.0333,IT,web
424,129,new,0.347,0.568,-0.2405,IT,mobile
425,100,new,0.2442,0.7967,-0.3209,FR,app
426,209,new,1.6119,0.4474,-0.2164,DE,web
427,72,new,0.1108,0.5968,0.0129,ES,web
428,193,new,0.4317,0.5215,-0.9911,ES,mobile
429,59,new,1.1815,0.5189,-0.3728,IT,mobile
430,31,new,0.3327,0.6263,-0.0111,IT,web
431,241,new,0.3673,0.5996,-0.1631,IT,app
432,246,browser,0.4651,0.8093,-0.6442,IT,app
433,197,new,0.4855,0.0672,-1.0787,IT,mobile
434,257,new,0.2939,0.7199,0.3453,ES,web
435,239,new,0.2113,0.6511,-0.3155,IT,mobile
436,55,new,0.5268,0.8727,0.2799,IT,web
437,111,new,0.1288,0.0831,0.0282,DE,mobile
438,126,new,0.5814,0.5661,-0.5278,IT,mobile
439,88,new,0.2966,0.7541,-1.1255,FR,web
440,41,new,0.3685,0.5631,-0.4118,FR,web
441,240,new,0.2755,0.7097,-0.263,DE,web
442,289,browser,0.8081,1.0408,-0.0923,DE,web
443,215,new,1.0468,0.3186,-0.6388,FR,web
444,197,browser,0.3082,0.8957,-0.1877,IT,mobile
445,343,browser,0.3035,0.1668,-0.1878,ES,mobile
446,175,new,0.3391,0.8608,0.0951,DE,web
447,327,new,2.5722,0.7435,-0.3574,IT,web
448,47,new,0.1783,0.7281,-0.095,ES,app
449,172,new,0.6674,0.5928,-0.149,IT,mobile
450,76,new,0.5028,0.5749,0.0565,IT,app
451,52,new,0.858,0.49,-0.537,IT,mobile
452,113,new,0.52,0.6211,-1.3248,ES,web
453,38,new,0.3686,0.5869,-0.3329,IT,web
454,341,new,0.6447,0.6544,-0.3308,IT,mobile
455,33,new,0.4174,0.3661,-0.6551,IT,app
456,110,new,0.5572,0.02,-0.7778,FR,mobile
457,244,new,0.807,0.8473,-0.4511,DE,mobile
458,266,browser,0.3871,0.7899,-0.2902,IT,mobile
459,306,new,0.2913,0.6241,-0.2166,IT,web
460,113,new,0.2582,1.0812,-1.0499,FR,web
461,82,new,0.4713,0.5161,-0.8637,IT,app
462,26,new,0.227,0.6044,0.1453,IT,web
463,73,new,0.3035,0.2042,-0.3164,ES,web
464,113,new,0.2161,0.5473,-0.2509,DE,mobile
465,173,new,1.1865,0.4236,-0.7166,IT,mobile
466,329,new,0.2432,0.0393,-0.2515,IT,app
467,159,new,0.1813,0.345,-0.3815,IT,web
468,160,new,0.5832,0.777,-0.4665,NL,app
469,313,new,0.2687,0.6901,-0.7616,DE,web
470,230,new,0.2825,0.7695,-0.554,IT,web
471,83,browser,0.4224,0.5665,0.4402,NL,mobile
472,132,new,0.3366,0.2733,-0.3723,IT,app
473,252,new,0.451,0.5869,0.0264,FR,mobile
474,164,new,1.2387,0.7199,-0.3187,FR,web
475,162,new,0.5528,0.607,-0.3592,DE,mobile
476,66,new,0.1288,0.6898,-0.4726,FR,web
477,161,new,0.1979,0.5234,0.221,IT,app
478,227,new,0.4992,0.6965,-0.1194,IT,app
479,55,new,0.4132,0.6195,-0.5264,IT,mobile
480,104,new,0.6296,0.4929,-0.3879,DE,mobile
481,180,new,0.1574,0.6452,0.1266,IT,mobile
482,59,browser,0.2833,0.3768,-1.2435,IT,mobile
483,159,new,0.3125,0.2151,-0.1413,IT,web
484,258,new,0.4032,0.7772,-0.0618,IT,web
485,227,new,0.3752,0.7103,-0.5124,IT,mobile
486,207,new,0.4762,0.3257,-0.1959,IT,app
487,106,new,0.3454,0.4463,-0.0742,IT,web
488,109,new,0.7825,0.5054,-0.6809,IT,app
489,111,new,0.9325,0.4767,0.0447,IT,mobile
490,150,new,0.1989,0.5223,-0.1459,NL,app
491,348,new,0.3771,0.7865,-0.3035,ES,app
492,62,new,0.5706,0.7458,-0.2133,ES,web
493,36,new,0.5076,0.5437,-0.0025,DE,mobile
494,128,new,0.294,0.7265,0.5606,IT,mobile
495,88,new,0.4232,0.4128,-0.0365,ES,app
496,197,new,0.154,0.6141,0.0337,IT,web
497,17,new,0.364,0.8267,-0.1823,IT,mobile
498,87,new,0.1648,0.501,0.4156,IT,app
499,122,new,0.4865,0.6295,-0.7631,DE,web
500,96,new,0.1991,0.4308,-0.8581,IT,web
501,143,new,0.4024,0.4395,-0.1964,IT,web
502,72,new,0.4385,0.3751,-0.019,DE,web
503,284,new,0.3836,0.4425,-1.1511,IT,mobile
504,338,considering,0.2599,0.635,-0.2512,ES,web
505,68,new,0.3277,0.5656,-0.3132,FR,mobile
506,213,new,0.7044,0.5714,0.0105,IT,web
507,114,new,0.2913,0.5662,-0.0999,IT,app
508,125,new,0.3722,0.9391,-0.8829,IT,web
509,168,new,0.2708,0.4153,-0.628,FR,app
